,User_ID,Game_id,Game_name,Rating
8329,62878249,72850,The Elder Scrolls V Skyrim,1.5415372982946676
44928,90272527,221100,DayZ,1.0529844354529074
40614,54637394,570,Dota 2,1.0163995645852002
16697,50818751,55230,Saints Row The Third,2.166791142689895
33359,31187179,4000,Garrys Mod,3.4477117282349234
37811,22301321,65800,Dungeon Defenders,2.755882815366072
51458,33622085,10180,Call of Duty Modern Warfare 2,1.677914831188679
16873,43360645,206420,Saints Row IV,2.1798673429574715
35913,48798067,377160,Fallout 4,1.60162782918943
7135,17530772,207610,The Walking Dead,2.894736842105263
53625,46028967,49520,Borderlands 2,1.006387887717873
27142,48984158,550,Left 4 Dead 2,1.0075602663356786
32113,31187179,271590,Grand Theft Auto V,2.3703537529348733
26708,62990992,550,Left 4 Dead 2,1.4288159253736217
40227,53091150,570,Dota 2,1.028750985805417
57205,20772968,630,Alien Swarm,1.024983388704329
28923,78309377,222880,Insurgency,1.0257218074317027
20602,66255019,400,Portal,1.724023129490099
47289,48798067,730,CounterStrike Global Offensive,4.164387449205568
326,975449,200510,XCOM Enemy Unknown,2.0197892439027547
16865,43913966,206420,Saints Row IV,2.4873195474053844
40270,60859695,570,Dota 2,1.027082017992334
8331,105503045,72850,The Elder Scrolls V Skyrim,1.5415372982946676
14534,59662830,63380,Sniper Elite V2,1.0476758045292014
7017,43913966,20920,The Witcher 2 Assassins of Kings Enhanced Edition,1.0133976584826223
51522,17530772,10180,Call of Duty Modern Warfare 2,1.3826060858559432
354,34177747,200510,XCOM Enemy Unknown,1.4865321396551487
29497,10599862,203140,Hitman Absolution,5.0
16742,36404933,55230,Saints Row The Third,1.4140408954199564
8128,46637811,72850,The Elder Scrolls V Skyrim,3.2748313215111446
35434,8585433,22490,Fallout New Vegas,1.7421070727908927
12673,65117175,40800,Super Meat Boy,1.2664901831016984
32705,154230723,12210,Grand Theft Auto IV The Complete Edition,1.0652113607750242
50414,65398650,219640,Chivalry Medieval Warfare,1.2353950156391886
54129,11403772,8870,BioShock Infinite,1.4885744490526165
32373,148362155,12120,Grand Theft Auto San Andreas,1.6169770569297803
29587,43913966,203140,Hitman Absolution,1.2418209272412066
8602,64787956,72850,The Elder Scrolls V Skyrim,1.0218142935534695
24747,50818751,286690,Metro 2033 Redux,3.4016708805100584
53555,135400225,49520,Borderlands 2,1.05860269367696
13266,49893565,211820,Starbound,3.3513815561293305
27409,53875128,500,Left 4 Dead,1.0132565041166788
35936,13565651,377160,Fallout 4,1.276061991303378
1525,49893565,230410,Warframe,2.906820414706034
55161,154230723,107100,Bastion,1.054609602699803
8606,34177747,72850,The Elder Scrolls V Skyrim,1.0204262138291669
7392,59825286,221910,The Stanley Parable,1.6422683811407857
28162,82287546,1250,Killing Floor,1.029273904370282
47432,78309377,730,CounterStrike Global Offensive,2.657761711377334
40071,117531196,570,Dota 2,1.0366133888623663
46744,21061921,240,CounterStrike Source,1.04315772491426
43567,60608576,205100,Dishonored,1.358032510027443
53473,106147454,49520,Borderlands 2,1.2426162105885386
48124,101596530,730,CounterStrike Global Offensive,1.0541757701111178
54339,77194239,7670,BioShock,1.5416819684171856
16651,39037163,55230,Saints Row The Third,3.5474657354514445
29287,132300630,219150,Hotline Miami,2.188730219992282
19810,117531196,233450,Prison Architect,1.1614315629164271
27387,46028967,500,Left 4 Dead,1.0378757260476483
7152,171067153,207610,The Walking Dead,2.204406364749081
29267,65958466,219150,Hotline Miami,3.5048243921265927
56072,46637811,33930,Arma 2 Operation Arrowhead,1.006902215153688
43319,90272527,219740,Dont Starve,1.0683436165163749
9440,54637394,105600,Terraria,1.2649323246015274
12688,78341587,40800,Super Meat Boy,1.1394220163247293
20385,21061921,620,Portal 2,1.0078972480284285
22249,44314169,218620,PAYDAY 2,1.3541995941632936
31159,19696244,220,HalfLife 2,1.7018285097293613
39212,91859894,570,Dota 2,1.2043776585677288
22193,46028967,218620,PAYDAY 2,1.709459666153422
7367,48984158,221910,The Stanley Parable,2.419057039235082
22745,103731895,201790,Orcs Must Die 2,2.6384378382879503
43241,60611062,219740,Dont Starve,1.891035483961026
6898,298950,20920,The Witcher 2 Assassins of Kings Enhanced Edition,2.625295762529576
22198,61189155,218620,PAYDAY 2,1.66846811938533
33813,17530772,4000,Garrys Mod,1.0337453972122763
11787,124725852,440,Team Fortress 2,1.0024920353330011
52379,59925638,42700,Call of Duty Black Ops,1.454889274755593
55126,49893565,107100,Bastion,1.4638748274275213
11074,82287546,440,Team Fortress 2,1.0256550661500596
32473,63157803,12120,Grand Theft Auto San Andreas,1.051020823994453
13270,46637811,211820,Starbound,2.9683224787082354
35969,34919318,377160,Fallout 4,1.0344520013379417
50463,21061921,219640,Chivalry Medieval Warfare,1.052466955907578
46940,59925638,240,CounterStrike Source,1.0031933219187006
35952,70408902,377160,Fallout 4,1.1200431114579843
6023,73495968,203160,Tomb Raider,2.3155795622271804
9653,57603447,105600,Terraria,1.0026843127958944
21921,39622853,24240,PAYDAY The Heist,2.137648612945838
20789,11403772,400,Portal,1.0294375328543923
22761,99264709,201790,Orcs Must Die 2,1.7674244316762429
48418,57103808,730,CounterStrike Global Offensive,1.0055643061533233
29278,8585433,219150,Hotline Miami,2.738324971053648
25414,33013552,42910,Magicka,3.626935436751388
29547,31669242,203140,Hitman Absolution,1.9943515463340984
12690,91859894,40800,Super Meat Boy,1.1394220163247293
39830,81170946,570,Dota 2,1.0559878396788496
28044,55426012,1250,Killing Floor,2.01631359302909
7338,101596530,221910,The Stanley Parable,5.0
19775,172518437,233450,Prison Architect,2.267846944603084
43573,65958466,205100,Dishonored,1.2773907536415448
29320,62990992,219150,Hotline Miami,1.1983790042454667
15031,127272741,8930,Sid Meiers Civilization V,2.5363173991923564
25573,154230723,42910,Magicka,1.0186970493718976
16842,91859894,206420,Saints Row IV,3.879438158408116
20225,45617627,620,Portal 2,1.3692840925294214
28052,8585433,1250,Killing Floor,1.8092423296740956
35785,2259650,22380,Fallout New Vegas,1.0026427738338444
9083,80128229,113200,The Binding of Isaac,1.0877228339532072
54308,11373749,7670,BioShock,2.752111641571795
48609,156565178,730,CounterStrike Global Offensive,1.0000842701154569
52483,22301321,42700,Call of Duty Black Ops,1.1207202492804589
7158,9823354,207610,The Walking Dead,2.001806842688115
36279,11403772,212680,FTL Faster Than Light,1.873477847827965
31149,49893565,220,HalfLife 2,1.8094265662042572
20503,30912860,400,Portal,2.6341335202383003
57009,33013552,630,Alien Swarm,2.030166112956812
54219,35701646,8870,BioShock Infinite,1.000216855059501
9335,159800136,105600,Terraria,2.158901969163788
5990,53898495,203160,Tomb Raider,3.174795088402476
16901,116876958,206420,Saints Row IV,1.4719469371829894
56690,78341587,57300,Amnesia The Dark Descent,1.0146265018283134
12717,22301321,40800,Super Meat Boy,1.027354952570041
6958,88525821,20920,The Witcher 2 Assassins of Kings Enhanced Edition,1.1887963617367787
24751,26762388,286690,Metro 2033 Redux,3.2082005056612077
56595,15196746,57300,Amnesia The Dark Descent,3.772070346508793
7192,71510748,207610,The Walking Dead,1.1578364515941009
20598,42657809,400,Portal,1.785526546346592
42648,166669789,570,Dota 2,1.00055455693205
22012,99077905,24240,PAYDAY The Heist,1.1194187582562702
32472,63157803,12120,Grand Theft Auto San Andreas,1.051020823994453
35603,57603447,22380,Fallout New Vegas,1.0985377100904112
46901,124725852,240,CounterStrike Source,1.0060618992354993
29586,11161178,203140,Hitman Absolution,1.2518874783289533
53405,47384202,49520,Borderlands 2,1.6684165714512584
31176,47457723,220,HalfLife 2,1.554702720465695
56636,48028873,57300,Amnesia The Dark Descent,1.4450635556329452
14476,33282871,63380,Sniper Elite V2,1.3159605591071628
21904,88035166,24240,PAYDAY The Heist,2.6348745046235136
21877,60296891,24240,PAYDAY The Heist,4.373844121532365
315,57103808,200510,XCOM Enemy Unknown,2.296292927586699
7198,36404933,207610,The Walking Dead,1.092556973829923
28176,36557643,1250,Killing Floor,1.0117487241619871
369,47457723,200510,XCOM Enemy Unknown,1.301503358844089
5790,46637811,200710,Torchlight II,1.0414399512471153
56600,49462664,57300,Amnesia The Dark Descent,3.1995472749434093
27403,48984158,500,Left 4 Dead,1.019445952031783
5656,11149819,200710,Torchlight II,2.5751244214222493
29515,48798067,203140,Hitman Absolution,3.2931603377887138
55137,43360645,107100,Bastion,1.2705936493327226
3257,155919035,304930,Unturned,1.3427847220496578
16641,99264709,55230,Saints Row The Third,4.0625946185987365
25453,15196746,42910,Magicka,2.143441425650016
21980,155919035,24240,PAYDAY The Heist,1.2861294583883724
11623,42061089,440,Team Fortress 2,1.0043645165952384
7204,33282871,207610,The Walking Dead,1.0573526840356695
36280,36557643,212680,FTL Faster Than Light,1.8479143276621477
53350,42061089,49520,Borderlands 2,2.244032310006661
12698,30440303,40800,Super Meat Boy,1.0803000220604448
15525,46028967,8930,Sid Meiers Civilization V,1.0002885155773344
50424,8585433,219640,Chivalry Medieval Warfare,1.187367571385329
47489,132300630,730,CounterStrike Global Offensive,2.2861552875160025
55165,24721232,107100,Bastion,1.033133916244826
1680,60296891,230410,Warframe,1.1103765152578449
16716,43684632,55230,Saints Row The Third,1.7396701721806198
55996,81170946,33930,Arma 2 Operation Arrowhead,1.1379195642456947
33976,71527252,4000,Garrys Mod,1.0006596239741
32679,99264709,12210,Grand Theft Auto IV The Complete Edition,1.134519770394554
21900,54637394,24240,PAYDAY The Heist,2.786789960369881
13336,13565651,211820,Starbound,1.1726463447531703
28921,62990992,222880,Insurgency,1.029347028613352
27319,8585433,500,Left 4 Dead,1.2451760412937811
54138,38049880,8870,BioShock Infinite,1.3801469193028124
10190,8259307,440,Team Fortress 2,1.3551334603534315
44913,172518437,221100,DayZ,1.086535337724091
